11-Dec-23 4:09:59 PM	"MAC Address"	"Vendor"	"SSID"	"Access Point Name"	"Connected AP"	"Signal Strength"	"Quality"	"Station Count"	"Frequency"	"Position"	"Info"	"Adapter"
11-Dec-23 4:14:15 PM	1C:28:AF:62:01:C2	""	"TUD-facility"	""	""	-57	80	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:15 PM	1C:28:AF:62:01:D2	""	"TUD-facility"	""	""	-53	82	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:15 PM	1C:28:AF:62:01:D1	""	"tudelft-dastud"	""	""	-53	82	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:15 PM	1C:28:AF:62:01:D0	""	"eduroam"	""	"Connected AP"	-52	82	"4"	"Ch 36 [5.180 GHz]"	""	"4 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:15 PM	D0:4D:C6:F2:92:C0	""	"eduroam"	""	""	-82	39	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 59% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:A9:92	""	"TUD-facility"	""	""	-96	5	"0"	"Ch 132 [5.660 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:61:32	""	"TUD-facility"	""	""	-94	3	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:ED:B0	""	"eduroam"	""	""	-92	9	"16"	"Ch 136 [5.680 GHz]"	""	"16 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:11:F1	""	"tudelft-dastud"	""	""	-91	12	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:ED:B2	""	"TUD-facility"	""	""	-91	12	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:11:F2	""	"TUD-facility"	""	""	-90	15	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:11:F0	""	"eduroam"	""	""	-90	15	"6"	"Ch 44 [5.220 GHz]"	""	"6 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:C8:72	""	"TUD-facility"	""	""	-90	15	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:C8:70	""	"eduroam"	""	""	-90	15	"26"	"Ch 48 [5.240 GHz]"	""	"26 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:C8:71	""	"tudelft-dastud"	""	""	-89	18	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 9% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:ED:B1	""	"tudelft-dastud"	""	""	-89	18	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5C:09:70	""	"eduroam"	""	""	-83	36	"11"	"Ch 52 [5.260 GHz]"	""	"11 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5C:09:72	""	"TUD-facility"	""	""	-83	36	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:4F:C2	""	"TUD-facility"	""	""	-82	39	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 52% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:92:C1	""	"tudelft-dastud"	""	""	-82	39	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 59% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:92:C0	""	"eduroam"	""	""	-82	39	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 59% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:DD:E1	""	"tudelft-dastud"	""	""	-82	39	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 51% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:DD:E2	""	"TUD-facility"	""	""	-81	42	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 51% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:51	""	"tudelft-dastud"	""	""	-80	45	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:52	""	"TUD-facility"	""	""	-79	48	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:50	""	"eduroam"	""	""	-79	48	"5"	"Ch 44 [5.220 GHz]"	""	"5 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:4F:C0	""	"eduroam"	""	""	-79	48	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 52% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:DD:E0	""	"eduroam"	""	""	-79	48	"3"	"Ch 11 [2.462 GHz]"	""	"3 Stations, 51% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:91	""	"tudelft-dastud"	""	""	-78	51	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:92	""	"TUD-facility"	""	""	-78	51	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:8C:31	""	"tudelft-dastud"	""	""	-78	51	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:90	""	"eduroam"	""	""	-78	51	"21"	"Ch 104 [5.520 GHz]"	""	"21 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:8C:32	""	"TUD-facility"	""	""	-78	51	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:8C:30	""	"eduroam"	""	""	-77	54	"12"	"Ch 100 [5.500 GHz]"	""	"12 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:92	""	"TUD-facility"	""	""	-76	57	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:80	""	"eduroam"	""	""	-75	60	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 39% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:91	""	"tudelft-dastud"	""	""	-75	60	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:A1	""	"tudelft-dastud"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:90	""	"eduroam"	""	""	-75	60	"2"	"Ch 52 [5.260 GHz]"	""	"2 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:A2	""	"TUD-facility"	""	""	-74	63	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:B0	""	"eduroam"	""	""	-74	63	"1"	"Ch 104 [5.520 GHz]"	""	"1 Station, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:82	""	"TUD-facility"	""	""	-74	63	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 39% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:EC:81	""	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 39% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:F2	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:F1	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:82	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:B1	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:B2	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:80	""	"eduroam"	""	""	-71	72	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:F0	""	"eduroam"	""	""	-71	72	"6"	"Ch 108 [5.540 GHz]"	""	"6 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:FC:81	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:41	""	"tudelft-dastud"	""	""	-70	75	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:42	""	"TUD-facility"	""	""	-70	75	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:5B:E5:40	""	"eduroam"	""	""	-70	75	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:E0	""	"eduroam"	""	""	-69	76	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 28% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:E1	""	"tudelft-dastud"	""	""	-69	76	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 28% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:9D:E2	""	"TUD-facility"	""	""	-68	76	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 28% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:C2	""	"TUD-facility"	""	""	-58	80	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:C0	""	"eduroam"	""	""	-58	80	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:C1	""	"tudelft-dastud"	""	""	-57	80	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:D2	""	"TUD-facility"	""	""	-53	82	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:D1	""	"tudelft-dastud"	""	""	-52	82	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	1C:28:AF:62:01:D0	""	"eduroam"	""	"Connected AP"	-52	82	"4"	"Ch 36 [5.180 GHz]"	""	"4 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:20 PM	D0:4D:C6:F2:B2:A0	""	"eduroam"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:A9:91	""	"tudelft-dastud"	""	""	-96	5	"0"	"Ch 132 [5.660 GHz]"	""	"0 Stations, 10% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:61:32	""	"TUD-facility"	""	""	-94	3	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:62:11:F1	""	"tudelft-dastud"	""	""	-93	6	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:62:11:F2	""	"TUD-facility"	""	""	-92	9	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:ED:B2	""	"TUD-facility"	""	""	-91	12	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:C8:71	""	"tudelft-dastud"	""	""	-90	15	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:62:11:F0	""	"eduroam"	""	""	-90	15	"6"	"Ch 44 [5.220 GHz]"	""	"6 Stations, 5% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:ED:B0	""	"eduroam"	""	""	-90	15	"16"	"Ch 136 [5.680 GHz]"	""	"16 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:C8:70	""	"eduroam"	""	""	-89	18	"26"	"Ch 48 [5.240 GHz]"	""	"26 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:ED:B1	""	"tudelft-dastud"	""	""	-89	18	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:C8:72	""	"TUD-facility"	""	""	-88	21	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5C:42:80	""	"eduroam"	""	""	-87	24	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 35% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5C:09:70	""	"eduroam"	""	""	-83	36	"11"	"Ch 52 [5.260 GHz]"	""	"11 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5C:09:72	""	"TUD-facility"	""	""	-83	36	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5C:09:71	""	"tudelft-dastud"	""	""	-83	36	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5B:E5:50	""	"eduroam"	""	""	-79	48	"4"	"Ch 44 [5.220 GHz]"	""	"4 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:8C:22	""	"TUD-facility"	""	""	-79	48	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 34% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:8C:31	""	"tudelft-dastud"	""	""	-78	51	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:8C:30	""	"eduroam"	""	""	-78	51	"13"	"Ch 100 [5.500 GHz]"	""	"13 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:8C:32	""	"TUD-facility"	""	""	-78	51	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:EC:91	""	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:EC:90	""	"eduroam"	""	""	-77	54	"20"	"Ch 104 [5.520 GHz]"	""	"20 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5B:FC:91	""	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5B:FC:90	""	"eduroam"	""	""	-77	54	"2"	"Ch 52 [5.260 GHz]"	""	"2 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:EC:92	""	"TUD-facility"	""	""	-77	54	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	1C:28:AF:5B:FC:92	""	"TUD-facility"	""	""	-76	57	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:B2:A1	""	"tudelft-dastud"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:B2:A0	""	"eduroam"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:B2:B0	""	"eduroam"	""	""	-75	60	"1"	"Ch 104 [5.520 GHz]"	""	"1 Station, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:B2:A2	""	"TUD-facility"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:25 PM	D0:4D:C6:F2:B2:B2	""	"TUD-facility"	""	""	-75	60	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:26 PM	D0:4D:C6:F2:B2:B1	""	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 104 [5.520 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:26 PM	D0:4D:C6:F2:EC:81	""	"tudelft-dastud"	""	""	-72	69	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 35% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:26 PM	D0:4D:C6:F2:9D:F2	""	"TUD-facility"	""	""	-72	69	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:26 PM	D0:4D:C6:F2:9D:F1	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
11-Dec-23 4:14:26 PM	1C:28:AF:5B:FC:82	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
